Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
2026-04-08 14:30:00+00:00,221.29100036621094,221.39999389648438,220.0800018310547,220.88999938964844,4747964,596.47998046875,598.5999755859375,592.4500122070312,593.1799926757812,1917507,99.0999984741211,99.8301010131836,99.04000091552734,99.29499816894531,3318877,258.1400146484375,259.510009765625,257.510009765625,257.510009765625,4460093,314.3299865722656,314.6549987792969,312.79998779296875,313.9800109863281,2206930
2026-04-08 15:30:00+00:00,220.89500427246094,222.1699981689453,220.75,221.9250030517578,4157301,593.0900268554688,622.8699951171875,591.8300170898438,621.3400268554688,7138083,99.30000305175781,99.55500030517578,98.98999786376953,99.44000244140625,2023797,257.5199890136719,258.3999938964844,257.1099853515625,257.4280090332031,3452386,314.0,316.05999755859375,313.7799987792969,315.9599914550781,1671494
2026-04-08 16:30:00+00:00,221.92999267578125,222.7198944091797,221.4499969482422,221.8000030517578,4147277,621.1900024414062,629.9099731445312,618.8800048828125,622.4099731445312,6869441,99.43499755859375,99.55999755859375,99.0250015258789,99.03140258789062,1924507,257.42498779296875,258.69000244140625,257.42498779296875,257.510009765625,2664363,316.0,317.32000732421875,315.510009765625,315.6199951171875,1359672
2026-04-08 17:30:00+00:00,221.7899932861328,222.7996063232422,221.57000732421875,221.76559448242188,3685286,622.4849853515625,625.25,616.4000244140625,616.6140747070312,2940093,99.03500366210938,99.3550033569336,98.91999816894531,99.11499786376953,1937625,257.5,258.1499938964844,256.9100036621094,257.239990234375,2940397,315.5899963378906,316.6000061035156,315.2701110839844,315.614990234375,1354989
2026-04-08 18:30:00+00:00,221.7899932861328,221.92999267578125,220.17999267578125,220.34080505371094,4686765,616.6649780273438,616.9400024414062,610.0,610.1900024414062,2484570,99.11499786376953,99.23999786376953,98.73999786376953,98.88500213623047,2388106,257.2300109863281,257.8399963378906,257.0899963378906,257.20001220703125,3088380,315.6000061035156,316.2099914550781,314.3399963378906,314.4949951171875,1489435
2026-04-08 19:30:00+00:00,220.33999633789062,221.41000366210938,220.32000732421875,221.25,4615578,610.1849975585938,613.4998779296875,609.6099853515625,612.6900024414062,2570894,98.88500213623047,99.47000122070312,98.88500213623047,99.47000122070312,3340313,257.17999267578125,258.989990234375,257.17999267578125,258.92999267578125,3893271,314.4700012207031,315.4100036621094,313.92999267578125,314.7699890136719,2673161
2026-04-09 13:30:00+00:00,224.42999267578125,226.4600067138672,223.27000427246094,224.5800018310547,12487533,626.969970703125,632.7000122070312,623.0,625.4949951171875,6118745,99.77999877929688,100.3499984741211,99.08000183105469,99.41500091552734,5347356,259.3699951171875,260.0299987792969,256.07000732421875,257.8399963378906,5914405,312.79998779296875,312.8561096191406,309.8699951171875,310.1199951171875,3449815
2026-04-09 14:30:00+00:00,224.5399932861328,229.80990600585938,224.39999389648438,229.36000061035156,9049994,625.4000244140625,632.0,624.5499877929688,629.5999755859375,2649520,99.41500091552734,100.73999786376953,99.38999938964844,100.7300033569336,2783975,257.80999755859375,258.260009765625,257.35009765625,257.54998779296875,2479856,310.0799865722656,313.6000061035156,309.4800109863281,313.2449951171875,2083648
2026-04-09 15:30:00+00:00,229.36000061035156,233.8000030517578,229.2100067138672,231.77000427246094,11722065,629.5,637.5,628.9000244140625,634.9949951171875,2400835,100.7300033569336,101.4000015258789,100.62000274658203,101.18499755859375,4386653,257.5150146484375,259.4700012207031,257.47601318359375,259.1199951171875,2615049,313.20001220703125,316.8299865722656,313.0350036621094,316.4200134277344,1821526
2026-04-09 16:30:00+00:00,231.77000427246094,231.8300018310547,230.47999572753906,231.4250030517578,6161329,635.0800170898438,635.4998779296875,631.02099609375,631.0999755859375,1561970,101.19100189208984,102.16000366210938,101.12999725341797,101.83499908447266,5089718,259.1199951171875,260.5299987792969,258.80499267578125,260.05499267578125,2292578,316.4750061035156,317.42999267578125,315.8550109863281,316.8699951171875,1292408
2026-04-09 17:30:00+00:00,231.42990112304688,232.25,230.6300048828125,231.64999389648438,4754618,631.1599731445312,632.719970703125,627.3228149414062,628.1300048828125,1289784,101.83000183105469,102.08000183105469,101.55030059814453,101.94999694824219,4151879,260.04998779296875,260.45001220703125,259.29998779296875,259.625,1852839,316.8299865722656,317.3299865722656,316.07000732421875,316.2124938964844,1193844
2026-04-09 18:30:00+00:00,231.63999938964844,232.57000732421875,230.981201171875,232.35000610351562,4919762,628.10498046875,629.72998046875,627.2210083007812,629.0999755859375,1245976,101.94499969482422,102.33000183105469,101.88999938964844,102.0250015258789,3814044,259.6099853515625,260.3399963378906,259.45001220703125,260.05999755859375,2088354,316.19500732421875,316.9200134277344,316.1000061035156,316.3900146484375,1071259
2026-04-09 19:30:00+00:00,232.34500122070312,233.66000366210938,232.22000122070312,233.64999389648438,9022132,629.125,630.1599731445312,628.0,628.25,1664630,102.0199966430664,102.33799743652344,101.91999816894531,102.09500122070312,4499033,260.04998779296875,261.1199951171875,260.0249938964844,260.3900146484375,2894901,316.3900146484375,317.0566101074219,316.32000732421875,316.32000732421875,1231652
2026-04-10 13:30:00+00:00,235.3800048828125,239.74000549316406,235.2100067138672,239.03379821777344,18102384,634.469970703125,638.5800170898438,629.02001953125,635.2899780273438,3516801,102.46499633789062,103.08000183105469,101.45999908447266,101.970703125,6023300,259.95001220703125,261.8500061035156,259.07000732421875,261.56500244140625,5479310,318.1199951171875,319.5,316.6545104980469,317.29998779296875,2342255
2026-04-10 14:30:00+00:00,239.0312042236328,240.42999267578125,238.5800018310547,239.30999755859375,8710338,635.25,635.8699951171875,630.3800048828125,630.3800048828125,1675227,101.9740982055664,102.06999969482422,101.5250015258789,101.91999816894531,2964414,261.56500244140625,262.19000244140625,261.13970947265625,261.2900085449219,3021703,317.29998779296875,317.6199951171875,316.20001220703125,316.3666076660156,1520165
2026-04-10 15:30:00+00:00,239.32000732421875,239.5500030517578,237.47999572753906,237.9250030517578,5750390,630.3800048828125,630.72998046875,624.9500122070312,627.9400024414062,1604174,101.91500091552734,102.15499877929688,101.7300033569336,102.09500122070312,2206573,261.31988525390625,261.75,260.42999267578125,260.53509521484375,2476645,316.3800048828125,316.6199951171875,315.3299865722656,315.70001220703125,1460276
2026-04-10 16:30:00+00:00,237.92999267578125,238.8280029296875,237.13999938964844,238.63999938964844,3827898,627.8900146484375,628.5499877929688,625.9199829101562,627.010009765625,1006951,102.09500122070312,102.41000366210938,101.83999633789062,102.20999908447266,2112439,260.5450134277344,260.55999755859375,259.20001220703125,259.239990234375,2249096,315.7250061035156,315.8299865722656,314.8299865722656,314.9490051269531,996269
2026-04-10 17:30:00+00:00,238.6300048828125,238.64999389648438,237.7200927734375,237.8800048828125,3365576,626.9500122070312,627.9598999023438,624.9000244140625,625.135009765625,857826,102.19999694824219,102.63500213623047,102.01000213623047,102.625,1735997,259.239990234375,260.1449890136719,259.0231018066406,260.1199951171875,1925290,314.91009521484375,315.4100036621094,314.5400085449219,315.0899963378906,728977
2026-04-10 18:30:00+00:00,237.88499450683594,238.39999389648438,237.4501953125,238.33999633789062,4002799,625.2000122070312,628.6300048828125,624.3300170898438,627.6400146484375,1165726,102.625,102.66000366210938,102.1500015258789,102.61000061035156,2554537,260.1099853515625,260.20001220703125,259.3500061035156,259.7200012207031,2386313,315.0899963378906,315.70001220703125,314.9700012207031,315.57000732421875,670761
2026-04-10 19:30:00+00:00,238.3249969482422,238.47999572753906,237.7071990966797,238.36000061035156,5118143,627.6699829101562,629.9500122070312,627.2999877929688,629.8900146484375,1291195,102.5999984741211,103.05999755859375,102.48999786376953,103.02999877929688,3676900,259.7200012207031,260.5350036621094,259.2900085449219,260.3800048828125,3655071,315.57000732421875,316.05999755859375,315.3999938964844,315.7300109863281,1258876
2026-04-13 13:30:00+00:00,237.27000427246094,238.1999969482422,235.75,237.11000061035156,10365583,629.5,633.7000122070312,624.4000244140625,627.0,2529860,102.83999633789062,103.26000213623047,102.05999755859375,102.73500061035156,6224393,259.67999267578125,259.7799987792969,256.6600036621094,257.32000732421875,6263854,315.4800109863281,318.1390075683594,313.6900939941406,316.1499938964844,2369244
2026-04-13 14:30:00+00:00,237.125,237.1999969482422,236.44000244140625,236.69000244140625,1440435,626.969970703125,627.7899780273438,625.739990234375,625.739990234375,352786,102.73999786376953,103.0199966430664,102.66000366210938,102.83499908447266,829907,257.30999755859375,257.7900085449219,257.1300964355469,257.20001220703125,850081,316.1449890136719,316.8999938964844,316.0799865722656,316.41009521484375,304194
