Ticker,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11 10:30:00-04:00,609.2999877929688,611.4299926757812,606.1599731445312,609.4949951171875,1920300,350.6300048828125,350.8900146484375,349.79998779296875,349.8900146484375,1180548,274.69000244140625,274.9599914550781,272.32000732421875,273.2749938964844,3124207,76.12999725341797,76.27999877929688,75.45999908447266,75.49009704589844,3557158,306.19000244140625,306.94000244140625,306.04998779296875,306.7049865722656,2532263
2026-08-11 11:30:00-04:00,609.4949951171875,609.6900024414062,604.0,604.6500244140625,1155264,349.8699951171875,349.94000244140625,347.8999938964844,349.1300048828125,1326997,273.260009765625,273.4100036621094,271.4200134277344,271.82000732421875,2637500,75.48999786376953,75.52010345458984,74.91500091552734,74.98999786376953,2973691,306.70001220703125,307.6099853515625,306.45001220703125,306.55499267578125,2657630
2026-08-11 12:30:00-04:00,604.7579956054688,604.7579956054688,603.0,604.6185302734375,770871,349.1099853515625,349.1300048828125,345.67999267578125,346.0299987792969,1721444,271.7900085449219,272.19000244140625,271.489990234375,272.0398864746094,2323223,74.98979949951172,75.02469635009766,74.71499633789062,74.77999877929688,2368748,306.57000732421875,306.5899963378906,305.6986999511719,306.19000244140625,2318016
2026-08-11 13:30:00-04:00,604.5650024414062,605.77001953125,602.52001953125,602.5999755859375,636781,346.0299987792969,346.8385009765625,345.0015869140625,345.1000061035156,1886239,272.010009765625,272.79998779296875,271.95001220703125,272.0249938964844,2350974,74.7750015258789,74.9000015258789,74.66000366210938,74.77999877929688,1854868,306.1650085449219,306.5199890136719,302.7900085449219,303.29998779296875,4171291
2026-08-11 14:30:00-04:00,602.760009765625,603.5999755859375,600.4550170898438,601.4149780273438,819339,345.1400146484375,345.2799072265625,343.42999267578125,343.56500244140625,2098880,272.0299987792969,272.9800109863281,271.3599853515625,272.6600036621094,3006150,74.79000091552734,74.80999755859375,74.481201171875,74.6864013671875,2249999,303.27569580078125,305.20001220703125,302.9700012207031,305.1600036621094,3965892
2026-08-11 15:30:00-04:00,601.4500122070312,602.6699829101562,598.469970703125,599.2100219726562,1142538,343.5400085449219,343.7300109863281,342.57000732421875,343.0299987792969,2603973,272.6499938964844,273.42999267578125,271.8999938964844,272.2799987792969,5004862,74.66999816894531,74.94999694824219,74.56999969482422,74.7750015258789,3429803,305.1600036621094,305.29998779296875,303.75,304.8999938964844,4718904
2026-08-12 09:30:00-04:00,601.7000122070312,604.4990234375,586.1160278320312,587.6099853515625,3140855,345.3924865722656,345.5,340.8299865722656,341.7499084472656,4013538,273.2049865722656,273.4599914550781,268.92010498046875,269.8399963378906,6826460,74.3499984741211,74.66999816894531,73.57019805908203,73.86199951171875,4731367,305.1300048828125,305.6600036621094,302.17999267578125,302.3450012207031,7719258
2026-08-12 10:30:00-04:00,587.6699829101562,587.9000244140625,583.530029296875,584.3200073242188,1718159,341.6400146484375,342.8999938964844,340.45001220703125,341.1499938964844,2211376,269.760009765625,270.08209228515625,268.3500061035156,268.8800048828125,3890621,73.86000061035156,73.94380187988281,73.5999984741211,73.77999877929688,2225387,302.3599853515625,303.19000244140625,301.0299987792969,301.0799865722656,4848995
2026-08-12 11:30:00-04:00,584.0809936523438,584.2899780273438,580.719970703125,582.22998046875,1893359,341.1400146484375,341.5299987792969,339.82000732421875,341.510009765625,1554583,268.8900146484375,269.17498779296875,267.55499267578125,268.7049865722656,3846656,73.7750015258789,73.88500213623047,73.6050033569336,73.84500122070312,1525609,301.08990478515625,301.82000732421875,300.57000732421875,301.510009765625,3572317
2026-08-12 12:30:00-04:00,582.239990234375,582.989990234375,581.0999755859375,581.6099853515625,1225870,341.5400085449219,342.2799987792969,340.9599914550781,341.6700134277344,1201019,268.7200012207031,269.45001220703125,268.6199951171875,268.739990234375,1966982,73.83999633789062,74.09929656982422,73.80500030517578,73.98999786376953,1611623,301.5150146484375,302.510009765625,301.4100036621094,302.16009521484375,2585592
2026-08-12 13:30:00-04:00,581.6099853515625,581.9799194335938,578.25,581.3300170898438,2376606,341.6400146484375,342.6000061035156,340.20001220703125,341.75,1442729,268.75,268.92181396484375,267.8599853515625,268.3203125,2216013,73.99500274658203,74.26499938964844,73.9749984741211,74.20500183105469,1780808,302.1700134277344,302.2976989746094,301.05999755859375,301.125,3113898
2026-08-12 14:30:00-04:00,581.27001953125,583.6782836914062,579.0,580.5999755859375,1902723,341.739990234375,342.9700012207031,341.739990234375,342.54998779296875,1406108,268.29998779296875,269.239990234375,268.17999267578125,268.79998779296875,2486513,74.19999694824219,74.3499984741211,74.19000244140625,74.23500061035156,1860674,301.1199951171875,302.0398864746094,301.0400085449219,301.67999267578125,4654586
2026-08-12 15:30:00-04:00,580.6500244140625,582.22998046875,578.552490234375,578.8499755859375,2016218,342.55999755859375,343.4881896972656,342.1000061035156,342.32000732421875,1427469,268.79998779296875,269.0400085449219,267.1000061035156,267.30999755859375,3808841,74.23500061035156,74.30999755859375,74.06999969482422,74.19999694824219,2737083,301.6700134277344,302.25,301.0,302.2250061035156,5484429
2026-08-13 09:30:00-04:00,580.375,590.5,579.4299926757812,587.7999877929688,3083384,344.57000732421875,345.8299865722656,342.5299987792969,344.07000732421875,3967150,267.2349853515625,269.5799865722656,265.5799865722656,267.9150085449219,7057502,76.15499877929688,77.6698989868164,75.44999694824219,77.17140197753906,11936147,304.25799560546875,305.9599914550781,302.04998779296875,305.6449890136719,11220852
2026-08-13 10:30:00-04:00,587.8400268554688,591.0,585.6500244140625,586.2949829101562,1339955,344.0799865722656,345.3399963378906,342.4200134277344,342.69000244140625,1961436,267.8999938964844,268.80999755859375,266.239990234375,266.49749755859375,4482324,77.18000030517578,77.3499984741211,76.5,76.56999969482422,4235295,305.6600036621094,306.0,303.54998779296875,303.7200012207031,4294720
2026-08-13 11:30:00-04:00,586.22998046875,587.260009765625,584.8305053710938,587.0800170898438,827277,342.56829833984375,344.3900146484375,342.3999938964844,344.2799987792969,1286002,266.4949951171875,266.9800109863281,264.82000732421875,265.260009765625,3475356,76.55999755859375,77.08989715576172,76.54000091552734,77.06999969482422,2870662,303.7300109863281,303.9849853515625,302.57000732421875,303.42999267578125,3040931
2026-08-13 12:30:00-04:00,587.0399780273438,589.219970703125,586.7899780273438,588.47998046875,714087,344.29998779296875,345.260009765625,343.5299987792969,343.82000732421875,1048484,265.2749938964844,266.010009765625,264.8999938964844,265.6000061035156,2527600,77.07499694824219,77.41999816894531,77.0250015258789,77.19999694824219,3375176,303.43499755859375,303.760009765625,302.8500061035156,303.3399963378906,2276605
2026-08-13 13:30:00-04:00,588.47998046875,590.2598876953125,587.6599731445312,589.635009765625,666058,343.82501220703125,344.7099914550781,343.70001220703125,344.3900146484375,1034317,265.60400390625,265.864990234375,265.0899963378906,265.6549987792969,1910282,77.19049835205078,77.20999908447266,76.81400299072266,77.12000274658203,2116128,303.3301086425781,303.8999938964844,302.92999267578125,303.30999755859375,2056919
2026-08-13 14:30:00-04:00,589.6699829101562,595.5800170898438,589.22998046875,595.22998046875,1441619,344.3599853515625,344.6498107910156,343.4700012207031,343.864990234375,1275235,265.6650085449219,266.510009765625,265.510009765625,265.531005859375,2674375,77.12000274658203,77.8949966430664,76.97000122070312,77.83989715576172,3855786,303.30999755859375,304.6099853515625,303.0299987792969,304.3999938964844,3700940
2026-08-13 15:30:00-04:00,595.27001953125,595.8499755859375,593.6400146484375,594.905029296875,1310374,343.8500061035156,344.7699890136719,343.2300109863281,343.9800109863281,2309555,265.5299987792969,265.7200012207031,264.7049865722656,265.1600036621094,3734402,77.82499694824219,78.4000015258789,77.79499816894531,78.2300033569336,6427267,304.3800048828125,305.32000732421875,303.9700012207031,305.32000732421875,3755421
2026-08-14 09:30:00-04:00,596.97998046875,601.8599853515625,595.010009765625,595.8400268554688,2332651,344.260009765625,348.05999755859375,343.822998046875,344.07000732421875,3370206,264.875,265.80999755859375,264.0400085449219,264.364990234375,5870863,78.4800033569336,78.7300033569336,77.76010131835938,78.11000061035156,6884395,306.02801513671875,307.489990234375,304.760009765625,304.989990234375,6735349
2026-08-14 10:30:00-04:00,595.8250122070312,596.8699951171875,591.9000244140625,593.1599731445312,1219298,344.0,344.32000732421875,342.5899963378906,342.95001220703125,1357795,264.4100036621094,264.94000244140625,263.4200134277344,263.67999267578125,3218986,78.0999984741211,78.27999877929688,77.81999969482422,78.11499786376953,2704936,305.0199890136719,305.95989990234375,304.29998779296875,305.53289794921875,2774970
2026-08-14 11:30:00-04:00,592.9949951171875,595.0900268554688,591.7000122070312,592.260009765625,749761,342.9200134277344,343.1499938964844,342.3999938964844,342.8399963378906,934731,263.6700134277344,264.3500061035156,263.3500061035156,264.3450012207031,1850186,78.12000274658203,78.41999816894531,78.06999969482422,78.26499938964844,3748221,305.5450134277344,305.91680908203125,304.9700012207031,305.44500732421875,1655298
2026-08-14 12:30:00-04:00,592.2949829101562,592.5999755859375,590.7999877929688,591.3300170898438,597256,342.8387145996094,343.0,342.3500061035156,342.385009765625,687599,264.3500061035156,264.44000244140625,263.010009765625,263.32000732421875,1810852,78.26000213623047,78.32499694824219,77.91000366210938,77.92009735107422,1865244,305.44500732421875,305.56500244140625,305.0799865722656,305.19439697265625,1717424
2026-08-14 13:30:00-04:00,591.3400268554688,592.0494995117188,590.6699829101562,591.4912109375,635243,342.385009765625,342.9200134277344,342.0755920410156,342.6343994140625,808084,263.3299865722656,264.010009765625,263.0205078125,263.2349853515625,3992366,77.92500305175781,78.05999755859375,77.77999877929688,77.8949966430664,2012732,305.19500732421875,306.25,305.0400085449219,305.97900390625,2580373
2026-08-14 14:30:00-04:00,591.5599975585938,592.125,590.5540161132812,591.219970703125,912824,342.6400146484375,343.4399108886719,342.6400146484375,343.0299987792969,768275,263.239990234375,263.3999938964844,262.7699890136719,263.2200012207031,2138509,77.91500091552734,78.2300033569336,77.87000274658203,78.03500366210938,2407895,305.9800109863281,306.17999267578125,305.2699890136719,305.94500732421875,1983226
2026-08-14 15:30:00-04:00,591.22998046875,591.6849975585938,589.2899780273438,589.9099731445312,999490,343.0299987792969,343.69000244140625,342.5450134277344,343.5400085449219,1096816,263.2170104980469,263.79998779296875,262.4200134277344,262.6600036621094,3206499,78.04000091552734,78.22000122070312,78.00250244140625,78.17500305175781,2781177,305.92999267578125,306.0400085449219,305.5,305.95001220703125,2812891
