Ticker,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL
2026-08-26 10:30:00-04:00,574.0750122070312,588.760009765625,570.75,582.6199951171875,6178507,338.5899963378906,339.8500061035156,337.7699890136719,339.4501037597656,1565295,82.12000274658203,82.19999694824219,81.58000183105469,81.81999969482422,2703734,259.05999755859375,261.1199951171875,258.7799987792969,260.1659851074219,2610670,311.7900085449219,313.45001220703125,311.6600036621094,312.5199890136719,3001620
2026-08-26 11:30:00-04:00,582.5,582.8400268554688,574.27001953125,576.7550048828125,2785844,339.4504089355469,339.4508056640625,337.3399963378906,337.42999267578125,1258906,81.81909942626953,81.83499908447266,81.44999694824219,81.51000213623047,1839336,260.17498779296875,260.2900085449219,258.3500061035156,258.5069885253906,2078967,312.5199890136719,313.94000244140625,312.17999267578125,313.2947082519531,2587551
2026-08-26 12:30:00-04:00,576.6849975585938,579.1599731445312,574.7719116210938,578.2947998046875,1499064,337.45001220703125,338.4800109863281,337.010009765625,338.1199951171875,1242663,81.51000213623047,81.83499908447266,81.44999694824219,81.79019927978516,1710816,258.4800109863281,259.3800048828125,258.239990234375,259.32000732421875,1721830,313.30499267578125,313.4800109863281,312.5,313.1300048828125,1913849
2026-08-26 13:30:00-04:00,578.3150024414062,579.0800170898438,576.4099731445312,577.8049926757812,1423819,338.1449890136719,338.7880859375,338.1099853515625,338.3999938964844,806694,81.78500366210938,81.95500183105469,81.7300033569336,81.8550033569336,1565494,259.3399963378906,259.3399963378906,258.45001220703125,258.80999755859375,1719773,313.1549987792969,313.25,312.65008544921875,313.0498962402344,1986950
2026-08-26 14:30:00-04:00,577.8049926757812,580.9235229492188,576.8099975585938,577.021728515625,1663921,338.3999938964844,339.0249938964844,338.17999267578125,338.45989990234375,1391799,81.8550033569336,81.93499755859375,81.69999694824219,81.7249984741211,1575051,258.7950134277344,260.3699951171875,258.7799987792969,259.8299865722656,2174218,313.0299987792969,315.25,312.95001220703125,314.8446044921875,3850044
2026-08-26 15:30:00-04:00,577.0,578.6500244140625,575.8099975585938,576.1099853515625,1733188,338.43499755859375,339.5299987792969,338.29998779296875,339.07501220703125,1536978,81.7249984741211,81.87000274658203,81.31500244140625,81.45999908447266,2694421,259.8299865722656,260.75,259.7699890136719,260.2799987792969,2452465,314.8599853515625,315.42999267578125,313.19000244140625,313.489990234375,4385320
2026-08-27 09:30:00-04:00,576.47998046875,588.3900146484375,567.6199951171875,578.3400268554688,4776680,336.3219909667969,338.69000244140625,335.3999938964844,337.0,2981157,81.06999969482422,81.1500015258789,79.29000091552734,79.7300033569336,6392145,259.2300109863281,259.6600036621094,255.5800018310547,257.125,8118298,311.989990234375,312.10198974609375,309.40008544921875,310.7921142578125,7249330
2026-08-27 10:30:00-04:00,578.3400268554688,578.739990234375,570.5,571.4849853515625,2322503,336.9649963378906,338.5799865722656,336.1199951171875,337.75,1471741,79.72000122070312,79.94999694824219,79.30000305175781,79.69010162353516,4166768,257.125,257.5799865722656,256.3900146484375,256.4200134277344,4456327,310.79998779296875,315.1600036621094,310.6300048828125,314.6499938964844,3988636
2026-08-27 11:30:00-04:00,571.5,574.2991943359375,570.3099975585938,572.9508056640625,1124723,337.760009765625,338.45001220703125,337.3450012207031,338.4200134277344,854027,79.69000244140625,79.81999969482422,79.55000305175781,79.62000274658203,1655745,256.4200134277344,256.75,255.8699951171875,256.4599914550781,2549894,314.6549987792969,315.07989501953125,314.110107421875,314.57000732421875,2807822
2026-08-27 12:30:00-04:00,572.8400268554688,572.9552001953125,569.719970703125,571.219970703125,1428391,338.42498779296875,338.80999755859375,337.54998779296875,338.0299987792969,920811,79.62000274658203,79.875,79.46009826660156,79.8196029663086,1824709,256.4599914550781,256.7550048828125,255.44000244140625,255.89999389648438,4032337,314.56500244140625,315.3999938964844,314.25,315.2699890136719,1942935
2026-08-27 13:30:00-04:00,571.135009765625,571.8350830078125,568.0499877929688,569.1599731445312,971427,338.0039978027344,338.52398681640625,337.3299865722656,337.47900390625,761309,79.81510162353516,79.95500183105469,79.63999938964844,79.81009674072266,1539278,255.8800048828125,256.42999267578125,255.02000427246094,255.08999633789062,3870790,315.2799987792969,315.3399963378906,313.9934997558594,314.17999267578125,1676322
2026-08-27 14:30:00-04:00,569.1599731445312,570.7985229492188,568.7000122070312,569.4299926757812,872196,337.4700012207031,337.8900146484375,337.2799987792969,337.44000244140625,1187545,79.81500244140625,80.05999755859375,79.69000244140625,79.99500274658203,2406114,255.09500122070312,256.0799865722656,255.09500122070312,255.74000549316406,2282711,314.20001220703125,314.5870056152344,313.44500732421875,313.57000732421875,1894784
2026-08-27 15:30:00-04:00,569.4249877929688,572.1900024414062,568.72998046875,571.0700073242188,1283970,337.4599914550781,338.07000732421875,337.1700134277344,337.55499267578125,1475633,79.98999786376953,80.19000244140625,79.80999755859375,79.83000183105469,3758118,255.72999572753906,257.0799865722656,255.72999572753906,256.2200012207031,3908787,313.5799865722656,315.0899963378906,313.3699951171875,314.57501220703125,3310734
2026-08-28 09:30:00-04:00,571.9500122070312,584.1699829101562,571.0800170898438,577.010009765625,3706164,337.8525085449219,341.25,337.2799987792969,340.2950134277344,2652338,80.33499908447266,81.43000030517578,79.94999694824219,81.34500122070312,4187074,258.32000732421875,261.8999938964844,257.7799987792969,260.8399963378906,7802734,317.0880126953125,318.1300048828125,315.4504089355469,316.7250061035156,6274224
2026-08-28 10:30:00-04:00,577.2100219726562,589.1900024414062,574.3599853515625,584.6400146484375,3152942,340.2799987792969,345.42999267578125,339.85589599609375,344.95001220703125,2845271,81.34500122070312,82.35350036621094,81.32830047607422,82.18499755859375,3560036,260.9200134277344,267.25,260.6300048828125,266.8500061035156,11175169,316.7250061035156,322.0299987792969,316.5199890136719,321.94000244140625,7393135
2026-08-28 11:30:00-04:00,584.75,585.2100219726562,573.3001098632812,575.1799926757812,1766691,344.9700012207031,345.0899963378906,341.8800048828125,342.8299865722656,1548980,82.19000244140625,82.2699966430664,81.58000183105469,81.68499755859375,2148724,266.864990234375,267.55999755859375,264.7099914550781,265.8500061035156,6794291,321.9549865722656,322.3699951171875,320.5350036621094,320.9700012207031,4403946
2026-08-28 12:30:00-04:00,575.239990234375,576.8809204101562,574.35009765625,575.8400268554688,845993,342.79998779296875,343.5299072265625,341.5199890136719,342.8999938964844,883603,81.68000030517578,81.87930297851562,81.45999908447266,81.48989868164062,1393190,265.8900146484375,266.3800048828125,264.3900146484375,265.260009765625,4954529,320.94500732421875,321.5199890136719,319.5801086425781,319.739990234375,2541939
2026-08-28 13:30:00-04:00,575.965576171875,577.2899780273438,574.2803955078125,574.5050048828125,1138269,342.8999938964844,343.5892028808594,342.1400146484375,342.57000732421875,850761,81.49009704589844,81.56999969482422,81.41000366210938,81.55000305175781,1269798,265.2200012207031,265.6300048828125,264.8100891113281,265.29998779296875,2629848,319.80999755859375,320.04998779296875,319.3699951171875,319.5400085449219,2007857
2026-08-28 14:30:00-04:00,574.5499877929688,577.7000122070312,573.8800048828125,577.3499755859375,1087817,342.5740051269531,344.5199890136719,342.54998779296875,344.0368957519531,1223576,81.55000305175781,81.80500030517578,81.51940155029297,81.80000305175781,1811667,265.3599853515625,266.0400085449219,264.7699890136719,266.0400085449219,3902119,319.54998779296875,319.989990234375,319.04998779296875,319.5450134277344,3252611
2026-08-28 15:30:00-04:00,577.3499755859375,578.97998046875,575.4099731445312,578.02001953125,1714054,344.0199890136719,344.2200012207031,342.7300109863281,342.8800048828125,1823278,81.80000305175781,82.0198974609375,81.5999984741211,81.7300033569336,3120222,266.07501220703125,266.7300109863281,265.67999267578125,266.3800048828125,4331435,319.7825927734375,320.3299865722656,319.5,319.6400146484375,3423783
2026-08-31 09:30:00-04:00,576.77001953125,578.6500244140625,569.1386108398438,570.1500244140625,2623164,339.989990234375,340.6300048828125,333.42999267578125,333.760498046875,3958062,80.87999725341797,81.51000213623047,80.6500015258789,80.97989654541016,3358452,263.82501220703125,264.260009765625,259.71600341796875,260.0799865722656,7994163,319.54998779296875,321.2349853515625,315.45001220703125,315.7099914550781,20981419
2026-08-31 10:30:00-04:00,570.0900268554688,573.1599731445312,569.2999877929688,571.6500244140625,5078610,333.7699890136719,335.3699951171875,333.6200866699219,334.94000244140625,1947529,80.9800033569336,81.6449966430664,80.80999755859375,81.58999633789062,6220369,260.04998779296875,261.80999755859375,259.7300109863281,261.5683898925781,3264617,315.7099914550781,315.82000732421875,314.3599853515625,315.06988525390625,11245315
2026-08-31 11:30:00-04:00,571.5999755859375,572.2899780273438,570.2999877929688,570.75,715397,334.9599914550781,335.1700134277344,334.25640869140625,334.70001220703125,1288897,81.59500122070312,81.72000122070312,81.37999725341797,81.48500061035156,1437690,261.54998779296875,261.5799865722656,260.6499938964844,260.95001220703125,1912555,315.0400085449219,315.2250061035156,313.94000244140625,314.6700134277344,23920369
2026-08-31 12:30:00-04:00,570.7730102539062,571.969970703125,570.4199829101562,571.0599975585938,753287,334.7200012207031,335.2298889160156,334.2300109863281,334.67999267578125,876695,81.48500061035156,81.7300033569336,81.43000030517578,81.5,1703031,260.94500732421875,261.6693115234375,260.70001220703125,260.7950134277344,1923024,314.6000061035156,316.0,312.79998779296875,313.8800048828125,17538113
2026-08-31 13:30:00-04:00,570.8607788085938,574.10498046875,570.8607788085938,571.5999755859375,1044552,334.6600036621094,335.18499755859375,334.3800048828125,334.4700012207031,1022322,81.49500274658203,81.59989929199219,81.41000366210938,81.5199966430664,1049646,260.79998779296875,261.3800048828125,257.1499938964844,257.82501220703125,27574286,313.8500061035156,316.0199890136719,313.385009765625,315.68499755859375,35713396
2026-08-31 14:30:00-04:00,571.5753173828125,576.1799926757812,570.6937866210938,572.6762084960938,1367699,334.4800109863281,335.46990966796875,334.3399963378906,335.0150146484375,971663,81.51499938964844,81.62999725341797,81.34500122070312,81.44999694824219,1827442,257.8500061035156,259.17999267578125,257.3699951171875,259.010009765625,4181327,315.681884765625,316.0799865722656,315.010009765625,315.8900146484375,1909604
